citation,ref_year,ref_author,reference_id
"Sims, J.D., 1994, Stream channel offset and abandonment and a 200-year average recurrence interval of earthquakes on the San Andreas fault at Phelan Creek, Carrizo Plain, California, <i>in</i> Prentice, C.S., Schwartz, D.P., and Yeats, R.S., ed., Proceedings of the workshop on paleoseismology: U.S. Geological Survey Open-File Report 94-568, p. 170-172.",1994,"Sims, J.D.",1b
"Stone, E.M., Grant, L.B., and Arrowsmith, J.R., 2002, Recent rupture history of the San Andreas fault, southwest of Cholame in the northern Carrizo Plain, California: Bulletin of the Seismological Society of America, v. 92, no. 3, p. 983-997.",2002,"Stone, E.M., Grant, L.B., and Arrowsmith, J.R.",1b
"Thatcher, W., Marshall, G., and Lisowski, M., 1997, Resolution of fault slip along the 470-km-long rupture of the great 1906 San Francisco earthquake and its implications: Journal of Geophysical Research, v. 102, no. B3, p. 5353-5367.",1997,"Thatcher, W., Marshall, G., and Lisowski, M.",1b
"Weldon, R.J., II, Meisling, K.E., and Alexander, J., 1993, A speculative history of the San Andreas fault in the central Transverse Ranges, California, <i>in</i> Powell, R.E., Weldon, R.J., II, and Matti, J.C., eds., The San Andreas fault system—Displacement, palinspastic reconstruction, and geologic evolution: Geological Society of America Memoir 178, p. 161-198.",1993,"Weldon, R.J., II, Meisling, K.E., and Alexander, J.",1b
"Sieh, K.E., and Williams, P.L., 1990, Behavior of the San Andreas fault during the past 300 years: Journal of Geophysical Research, v. 95, no. B5, p. 6629-6645.",1990,"Sieh, K.E., and Williams, P.L.",1b
"Stanley, R.G., 1987, New estimates of displacement along the San Andreas fault in central California based on paleobathymetry and paleogeography: Geology, v. 15, no. 2, p. 171-174.",1987,"Stanley, R.G.",1b
"Wilson, J.T., 1965, A new class of faults and their bearing on continental drift: Nature, v. 207, p. 343-347.",1965,"Wilson, J.T.",1b
"Powell, R.E., 1993, Balanced palinspastic reconstruction of pre-late Cenozoic paleogeology, southern California—Geologic and kinematic constraints on evolution of the San Andreas fault system, <i>in</i> Powell, R.E., Weldon, R.J., II, and Matti, J.C., ed., The San Andreas Fault System—Displacement, palinspastic reconstruction, and geologic evolution: Geological Society of America Memoir 178, p. 1-106.",1993,"Powell, R.E.",1b
"Bakun, W.H., 1999, Seismic activity of the San Francisco Bay region: Bulletin of the Seismological Society of America, v. 89, no. 3, p. 764-784.",1999,"Bakun, W.H.",1b
"Matthews, V., III, 1976, Correlation of Pinnacles and Neenach volcanic formations and their bearing on San Andreas fault problem: Bulletin of the American Association of Petroleum Geologists, v. 60, no. 12, p. 2128-2141.",1976,"Matthews, V., III",1b
"Allen, C.R., 1968, The tectonic environments of seismically active and inactive areas along the San Andreas fault system, <i>in</i> Dickinson, W.R., and Grantz, A., eds., Proceedings of conference on geologic problems of San Andreas fault system: Palo Alto, California, Stanford University Publications, Geological Sciences, v. XI, p. 70-82.",1968,"Allen, C.R.",1b
"Hall, N.T., Wright, R.H., and Clahan, K.B., 1999, Paleoseismic studies of the San Francisco Peninsula segment of the San Andreas fault zone near Woodside, California: Journal of Geophysical Research, v. 104, no. B10, p. 23,215-23,236.",1999,"Hall, N.T., Wright, R.H., and Clahan, K.B.",1b
"Schuyler, J.D., 1896-1897, Reservoirs for irrigation: U.S. Geological Survey, 18th Annual Report, part IV, p. 711-712.",1896-1897,"Schuyler, J.D.",1b
"Working Group on California Earthquake Probabilities, 1999, Earthquake probabilities in the San Francisco Bay region; 2000 to 2030—A summary of findings: U.S. Geological Survey Open-File Report 99-517, 60 p.",1999,Working Group on California Earthquake Probabilities,1b
"Sieh, K.E., 1986, Slip rate across the San Andreas fault and prehistoric earthquakes at Indio, California [abs.]: Eos, Transactions of the American Geophysical Union, v. 67, no. 55, p. 1200.",1986,"Sieh, K.E.",1b
"Steinbrugge, K.V., and Zacher, E.G., 1960, Creep on the San Andreas fault—Fault creep and property damage: Bulletin of the Seismological Society of America, v. 50, no. 3, p. 389-396.",1960,"Steinbrugge, K.V., and Zacher, E.G.",1b
"Dibblee, T.W., Jr., 1982, Geology of the San Bernardino Mountains, southern California, <i>in</i> Fife, D.L., and Minch, J.A., eds., Geology and mineral wealth of the California Transverse Ranges—Mason Hill Volume: South Coast Geological Society Guidebook 10, p. 148-169.",1982,"Dibblee, T.W., Jr.",1b
"Working Group on California Earthquake Probabilities, 1995, Seismic hazards in southern California—Probable earthquakes, 1994 to 2024: Bulletin of the Seismological Society of America, v. 85, no. 2, p. 379-439.",1995,Working Group on California Earthquake Probabilities,1b
"Fumal, T.E., Weldon, R.J., II, Biasi, G.P., Dawson, T.E., Seitz, G.G., Frost, W.T., and Schartz, D.P., 2002, Evidence for large earthquakes on the San Andreas fault at the Wrightwood, California, paleoseismic site—A.D. 500 to present: Bulletin of the Seismological Society of America, Special Issue on Paleoseismology of the San Andreas Fault System, v. 92, no. 7, p. 2726-2760.",2002,"Fumal, T.E., Weldon, R.J., II, Biasi, G.P., Dawson, T.E., Seitz, G.G., Frost, W.T., and Schartz, D.P.",1b
"Keller, E.A., Bonkowski, M.S., Korsch, R.J., and Shlemon, R.J., 1982, Tectonic geomorphology of the San Andreas fault zone in the southern Indio Hills, Coachella Valley, California: Geological Society of America Bulletin, v. 93, no. 1, p. 46-56.",1982,"Keller, E.A., Bonkowski, M.S., Korsch, R.J., and Shlemon, R.J.",1b
"Sieh, K.E., 1978, Large prehistoric earthquakes produced by slip on the San Andreas fault at Pallet Creek, California: Journal of Geophysical Research, v. 83, no. B8, p. 3907-3939.",1978,"Sieh, K.E.",1b
"Lawson, A.C., 1895, Sketch of the geology of the San Francisco peninsula, California: U.S. Geological Survey Annual Report, v. 15, p. 399-476.",1895,"Lawson, A.C.",1b
"Yule, D., Fumal, T., McGill, S., and Seitz, G., 2001, Active tectonics and paleoseismic record of the San Andreas fault, Wrightwood to Indio: Working toward a forecast for the next ""big event"", <i>in</i> Dunne, G., and Cooper, J., eds., Geologic excursions in the California deserts and adjacent Transverse Ranges: Geological Society of America Fieldtrip Guidebook and Volume prepared for the Joint Meeting of the Cordilleran Section GSA and Pacific Section AAPG, p. 91-126.",2001,"Yule, D., Fumal, T., McGill, S., and Seitz, G.",1b
"Weldon, R.J., II, and Sieh, K.E., 1985, Holocene rate of slip and tentative recurrence interval for large earthquakes on the San Andreas fault, Cajon Pass, southern California: Geological Society of America Bulletin, v. 96, no. 6, p. 793-812.",1985,"Weldon, R.J., II, and Sieh, K.E.",1b
"Fumal, T.E., Rymer, M.J., and Seitz, G.G., 2002, Timing of large earthquakes since A.D. 800 on the Mission Creek strand of the San Andreas fault zone at Thousand Palms Oasis, near Palm Springs, California: Bulletin of the Seismological Society of America, Special Issue on Paleoseismology of the San Andreas Fault System, v. 92, no. 7, p. 2841-2860.",2002,"Fumal, T.E., Rymer, M.J., and Seitz, G.G.",1b
"Seitz, G.G., and Weldon, R.J., II, 1994, The paleoseismology of the southern San Andreas fault at Pitman Canyon, San Bernardino, California, <i>in</i> McGill, S.F., and Ross, T.M., eds., Geologic investigations of an active margin: Cordilleran Section Annual Meeting, San Bernardino, California, Field trip guidebook, v. 27, p. 152-156.",1994,"Seitz, G.G., and Weldon, R.J., II",1b
"Harden, J.W., and Matti, J.C., 1989, Holocene and late Pleistocene slip rate on the San Andreas fault in Yucaipa, California, using displaced alluvial-fan deposits and soil chronology: Geological Society of America Bulletin, v. 101, p. 1107-1117.",1989,"Harden, J.W., and Matti, J.C.",1b
"Working Group on California Earthquake Probabilities, 1990, Probabilities of large earthquakes in the San Francisco Bay region, California: U.S. Geological Survey Circular 1053, 51 p.",1990,Working Group on California Earthquake Probabilities,1b
"Dibblee, T.W., Jr., 1964, Geologic map of the San Gorgonio Mountain quadrangle San Bernardino and Riverside Counties, California: U.S. Geological Survey Miscellaneous Geologic Investigations Map I-431, 3 p. pamphlet, 1 sheet, scale 1:62,500.",1964,"Dibblee, T.W., Jr.",1b
"Grant, L.B., and Sieh, K., 1994, Paleoseismic evidence of clustered earthquakes on the San Andreas fault in the Carrizo Plain, California: Journal of Geophysical Research, v. 99, no. B4, p. 6819-6841.",1994,"Grant, L.B., and Sieh, K.",1b
"Blake, M.C., Bartow, J.A., Frizzell, V.A., Jr., Schlocker, J., Sorg, D., Wentworth, C.M., and Wright, R.H., 1974, Preliminary geologic map of Marin and San Francisco Counties and parts of Alameda, Contra Costa and Sonoma Counties, California, San Francisco Bay Region Environment and Resources Planning Study: U.S. Geological Survey Miscellaneous Field Studies Map MF-574 (Basic Data Contribution 64), scale 1:62,500.",1974,"Blake, M.C., Bartow, J.A., Frizzell, V.A., Jr., Schlocker, J., Sorg, D., Wentworth, C.M., and Wright, R.H.",1b
"Blake, M.C., Jr., Smith, J.T., Wentworth, C.M., and Wright, R.H., 1971, Preliminary geologic map of western Sonoma County and northernmost Marin County, California: U.S. Geological Survey Basic Data Contribution 12, 1 pl., scale 1:62,500.",1971,"Blake, M.C., Jr., Smith, J.T., Wentworth, C.M., and Wright, R.H.",1b
"Dibblee, T.W., Jr., 1968, Displacements on the San Andreas fault system in San Gabriel, San Bernardino, and San Jacinto Mountains, southern California, <i>in</i> Dickinson, W.R., and Grantz, A., eds., Proceedings of conference on geologic problems of San Andreas fault system: Palo Alto, California, Stanford University Publications in Geological Sciences, v. XI, p. 269-278.",1968,"Dibblee, T.W., Jr.",1b
"Hill, M.L., 1981, San Andreas fault—History of concepts: Geological Society of America Bulletin, v. 92, p. 112-131.",1981,"Hill, M.L.",1b
"Noble, L.F., 1926, The San Andreas rift and some other active faults in the desert region of southeastern California: Carnegie Institution of Washington Year Book 25, p. 415-428.",1926,"Noble, L.F.",1b
"Jacoby, G.C., Sheppard, P.R., and Sieh, K.E., 1987, Was the 8 December 1812 California earthquake produced by the San Andreas fault?—Evidence from trees near Wrightwood [abs.]: Seismological Research Letters, v. 58, no. 1, p. 14.",1987,"Jacoby, G.C., Sheppard, P.R., and Sieh, K.E.",1b
"Prentice, C.S., 1999, San Andreas fault—1906 earthquake and subsequent evolution of ideas: Geological Society of America Special Paper 338, p. 79-85.",1999,"Prentice, C.S.",1b
"Working Group on Northern California Earthquake Potential (WGNCEP), 1996, Database of potential sources for earthquakes larger than magnitude 6 in northern California: U.S. Geological Survey Open-File Report 96-705, 40 p.",1996,Working Group on Northern California Earthquake Potential (WGNCEP),1b
"Wagner, D.L., 1977, Geology for planning in western Marin County, California: California Division of Mines and Geology Open-File Report 77-15SF, 40 p. pamphlet, scale 1:12,000.",1977,"Wagner, D.L.",1b
"Hill, M.L., and Dibblee, T.W., Jr., 1953, San Andreas, Garlock, and Big Pine faults, California: Geological Society of America Bulletin, v. 64, p. 443–458.",1953,"Hill, M.L., and Dibblee, T.W., Jr.",1b
"Working Group on California Earthquake Probabilities, 1988, Probabilities of large earthquakes occurring in California on the San Andreas fault: U.S. Geological Survey Open-File Report 88-398, 62 p.",1988,Working Group on California Earthquake Probabilities,1b
"Burford, R.O., and Harsh, P.W., 1980, Slip on the San Andreas fault in central California from alignment array surveys: Bulletin of the Seismological Society of America, v. 70, no. 4, p. 1233-1261.",1980,"Burford, R.O., and Harsh, P.W.",1b
"Sieh, K.E., Stuiver, M., and Brillinger, D., 1989, A more precise chronology of earthquakes produced by the San Andreas fault in southern California: Journal of Geophysical Research, v. 94, no. B1, p. 603-623.",1989,"Sieh, K.E., Stuiver, M., and Brillinger, D.",1b
"Sieh, K.E., and Jahns, R.H., 1984, Holocene activity of the San Andreas fault at Wallace Creek, California: Geological Society of America Bulletin, v. 95, p. 883-896.",1984,"Sieh, K.E., and Jahns, R.H.",1b
"Wells, D.L., Hall, N.T., Thornberg, J., Niemi, T.M., Zhang, H., Mansoor, N., and Gierke, J.C., 1999, Paleoseismic investigations of the northern San Andreas fault at Dogtown, Marin County, California: Geological Society of America Abstracts with Programs, v. 31, no. 6, p. 107.",1999,"Wells, D.L., Hall, N.T., Thornberg, J., Niemi, T.M., Zhang, H., Mansoor, N., and Gierke, J.C.",1b
"Bakun, W.H., 1998, Scenarios for historic San Francisco Bay region earthquakes: U.S. Geological Survey Open-File Report 98-785, 14 p.",1998,"Bakun, W.H.",1c
"Brown, R.D., Jr., 1972, Active faults, probable active faults, and associated fracture zones, San Mateo County, California: U.S. Geological Survey Miscellaneous Field Studies Map MF-355, U.S. Department of the Interior and U.S. Department of Housing and Urban Development Basic Data Contribution 44, 1 sheet, scale 1:62,500.",1972,"Brown, R.D., Jr.",1c
"Clahan, K.B., 1996, Paleoseismic characteristics of the San Andreas fault, Woodside, California: San Jose, California, San Jose State University, unpublished M.S. thesis, 96 p., 27 pls.",1996,"Clahan, K.B.",1c
"Clahan, K.B., Hall, N.T., and Wright, R.H., 1995, Late Holocene slip rate and slip events for the San Francisco Peninsula segment of the San Andreas fault: Geological Society of America Abstracts with Programs, v. 27, no. 5, p. 9-10.",1995,"Clahan, K.B., Hall, N.T., and Wright, R.H.",1c
"Hall, N.T., 1984, Holocene history of the San Andreas fault between Crystal Springs Reservoir and San Andreas Dam, San Mateo County, California: Bulletin of the Seismological Society of America, v. 74, no. 1, p. 281-299.",1984,"Hall, N.T.",1c
"Hall, N.T., Wright, R.H., and Clahan, K.B., 1999, Paleoseismic studies of the San Francisco Peninsula segment of the San Andreas fault zone near Woodside, California: Journal of Geophysical Research, v. 104, no. B10, p. 23,215-23,236.",1999,"Hall, N.T., Wright, R.H., and Clahan, K.B.",1c
"Hill, D.P., Eaton, J.P., and Jones, L.M., 1990, Seismicity—1980-1986, <i>in</i> Wallace, R.E., ed., The San Andreas fault system: U.S. Geological Survey Professional Paper 1515, p. 115-151.",1990,"Hill, D.P., Eaton, J.P., and Jones, L.M.",1c
"Jennings, C.W., 1994, Fault activity map of California and adjacent areas, with locations of recent volcanic eruptions: California Division of Mines and Geology Geologic Data Map 6, 92 p., 2 pls., scale 1:750,000.",1994,"Jennings, C.W.",1c
"Pampeyan, E.H., 1993, Maps showing recently active fault breaks along the San Andreas fault from Mussel Rock to the central Santa Cruz Mountains, California: U.S. Geological Survey, Open-File Report 93-684, scale 1:24,000.",1993,"Pampeyan, E.H.",1c
